episode_link,wiki_url,description,genres,age_rating,release_date,directors,writers,cast,tags,character_names,synopsis_with_character_names
https://www.imdb.com/title/tt4888846/?ref_=ttep_ep7,,"Armed with the knowledge of the Mortal Cup's location, Clary and the team race to get it before it ends up in the wrong hands.",[],TV-14,Release date,['J. Miles Dale'],"['', '', '']",[],[],[],"Clary tells Jace and Magnus the Mortal Cup is hidden inside a Tarot Card; the card is in Luke's office.

Simon wakes up in bed next to Marueen. He has a vision of Clary and calls her name; Maureen is very upset and Simon spirits away.

Luke enters the police station but is confronted by an Internal Affairs employee before he can fetch the card. Jace and Clary see him escorted and decide to act. They enter while glamouring and LUke tells them where to find the card.

Isabel has broken up with Meliorn.

Clary starts a mock fight with Jace in Luke's office and pretends to have lost her key while Luke's boss (who is an acquaintance of Clary) tells her where to find the card. The boss walks off and is trailed by a Downworlder.

Simon watches vampire videos while siting at a food truck and eating a garlic bagel; he is scared of having become a vampire.

Luke is freed by his attorney while IA tells him he is a suspect. Luke then discovers his boss with a slit throat in a closet - but he could not have committed the murder since he was talking to the IA officer.

Alec sets up a diversion for Isabelle who cause a blackout in the building while Jace and Clary climb via an elevator shaft to the evidence room. Clary and Jace find the card but Clary is unable to fetch the Cup from the card at first. Outside the building the band of four is chased by werewolves while Isabelles demon-detecting pendant flashes. They re-enter the building via the cellar to find shelter and are attacked by shax-demons. Jace, Isabelle and Clary split up and Clary is attacked by shax-demons; she scares the demons away by pulling the Cup from the card. A shape-shifting demon tries to get the Cup from Clary and is vanquished by her.

Back in the institute all are reunited; Jace and Clary kiss passionately.

Simon re-enters the Hotel Dumort to find out more about his condition. Camille tells him the symptoms he is experiencing will fade and then bites him."
https://www.imdb.com/title/tt4940096/?ref_=ttep_ep8,,,,,,,,,,,
https://www.imdb.com/title/tt4940098/?ref_=ttep_ep9,,"After an attack, the Institute is on high alert. This forces Jace, Clary, Isabelle and the Downworlders to take drastic actions.",[],TV-14,Release date,['J. Miller Tobin'],"['', '', '']",[],[],[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt5134170/?ref_=ttep_ep10,,"After getting a tip from Meliorn, Clary must venture into an alternate universe. But can she act fast enough before she loses herself in this new world?",[],TV-14,Release date,['J. Miles Dale'],"['', '', '']",[],[],[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt5121868/?ref_=ttep_ep11,,"After receiving information from an old ally, Clary, Jace and Luke devise a plan to find Jocelyn. Meanwhile, the Inquisitor arrives for Isabelle's trial.",[],TV-14,Release date,['Mairzee Almas'],"['', '', '']",[],[],[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt5134180/?ref_=ttep_ep12,,"Struggling with the revelation of their shared pasts, Jace and Clary avoid close contact while working with Magnus to track down warlock Ragnor Fell, who may hold the key to waking up the comatose Jocelyn.",[],TV-14,Release date,['James Marshall'],"['', '', '']",[],[],[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt5134182/?ref_=ttep_ep13,,"Time is running out for the Shadowhunters to stop Valentine. Jace wrestles with his feelings, whilst Alec must deal with the aftermath of his choices.",[],TV-14,Release date,['J. Miles Dale'],"['', '', '']",[],[],[],"Jace and Clary discuss their parentage. They then ask Simon to join them to the Hotel Dumort, where Camille (who owns the book) is locked up.

Alec and Magnus visit Lydia and find her unconscious. The good guys rewatch security camera footage and discover that Hodge took the Mortal Cup from Lydia. They also find out why a Forsaken invaded the Institute: he brought a ring to Hodge with which Hodge could communicate to Valentine Morgenstern.

Hodge Starkweather visits Valentine Morgenstern and hands him the Cup in exchange for his freedom. Using the Cup, Valentine purifies a tank of blood and hands a cupful of the resulting fluid to a waiting follower. The follower drinks, falls down but stands up and is handed his sword. Valentine now starts branding his army of new Shadowhunters with his double-circle mark.

Valentine chases Hodge away, who is now an outlaw.

Jace and Alec leave to hunt for Valentine; Luke sends out his werewolves to do the same. Jace find Hodge first and confronts him; Hodge blames the Lightwoord family for letting him take the blame and locking him up. In the resulting duel Jace cuts off Hodges hand but is stopped before he can kill Hodge. Jace then takes the ring of the severed hand, puts it on and talks to Valentine.

In the Hotel Dumort Raphael rebuffs the attempts of Isabelle, Simon and Clary to gain access to Camille. While Raphael shows Isabelle the belongings of Camille that he knows of, Simon sneaks Clary in a coffin to the basement and frees Camille. She knows the location of the book (her pied-a-terre in the Upper East side of Manhattan) but will only take them there if Simon signs a document exonerating Camille of killing Simon.

Luke and Alex talk briefly and then find both Jace and Hodge gone. Jace speaks to Alex on the phone and explains his situation with Valentine, his father.

Simon, Clary and Camille prepare to leave and are stopped by Raphael and his vampire followers. At the moment supreme Isabelle uses her whip to create a hole in the outside wall, which serves as a barrier between the vampires and the good guys.

One of Valentine's Shadowhunters posts outside of Camille's apartment and phones Valentine when Simon and the other good guys (including Marcus Bane) drive past. Simon signs the exonerating document and Camille confesses she doesn't know where Dot hid the book, then leaves. Jace calls Clary and tells her to leave immediately as Valentine is on his way Clary refuses and then finds the book, hidden in a cook book containing Clary's favourite recipe (Chicken Caccciatore). The cook book contains a torn bookmark which exactly matches the piece that Clary possesses. The completed bookmark breaks the hiding spell and Clary now has the White Book of Spells.

At exactly that moment Valentine and a few of his new Shadowhunters port in and a stand-off occurs. Clary offers the book to Valentine but he refuses it, telling her he wants her to wake up Jocelyn so that both can join him. He then leaves with Jace, who joins him voluntarily.

Back in the institute Magnus breaks the sleeping enchantment using a spell from the White spell-book.

The episode and the season) ends with Valentine holding the Mortal CUP while standing on a large freighter with several hundred new Shadowhunters on deck; next to him is Jace. Promising his followers a new world where the demons will be slain, they sail off into the night.

End-of-Season summary:

Clary is a powerful shadowhunter
Simon is a vampire
Luke is a werewolf
Jace has joined Valentine Morgenster, his father and mentor;
Valentine has the Mortal Cup and is using it to create an army of shadowhunters
Jocelyn has regained consciousness and is reunited with Clary."
https://www.imdb.com/title/tt5200008/?ref_=ttep_ep1,,"On the streets of Sinaloa, Tereza Mendoza meets Güero, the man who will change her life forever.",[],TV-MA,Release date,['Charlotte Sieling'],"['', '', '']",[],"['title directed by female', 'drug running', 'female rear nudity', 'cocaine', 'drug use', 'man shot in the head', 'rape scene', 'rape and revenge', 'rape', 'female protagonist', 'self defense', 'shot in the face', 'female rape victim', 'rape victim', 'rapist comeuppance', ""camera shot of a woman's feet in high heels""]",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt5211650/?ref_=ttep_ep2,,"Teresa, now in Texas, must prove herself to Camila and do a risky job for her. Epifanio contacts his wife on finding Teresa, unaware she has her. Brenda and her son continue to evade the Cartel and receive a helping hand.",[],TV-MA,Release date,['Matthew Penn'],"['', '', '']",[],"['drug running', 'vomiting', 'drug overdose']",[],"It looks like we don't have any synopsis for this title yet. Be the first to contribute.
Learn more"
https://www.imdb.com/title/tt5211652/?ref_=ttep_ep3,,,,,,,,,,,
