,Title,id,rating
3288,Barry Lyndon,3175,PG
3289,The Adjustment Bureau,38050,PG-13
3290,Miller's Crossing,379,R
3291,Skiptrace,270774,PG-13
3292,Basic Instinct 2,3093,R
3293,Bonnie and Clyde,475,R
3294,S.W.A.T.: Under Siege,461053,R
3295,The Requin,803114,R
3296,Titan A.E.,7450,PG
3297,Atlantis: Milo's Return,8965,G
3298,Walking Tall,11358,PG-13
3299,The Art of Getting By,64678,PG-13
3300,The Aftermath,433502,R
3301,Alone,509635,R
3302,Harley Davidson and the Marlboro Man,2453,R
3303,Just Mercy,522212,PG-13
3304,Star Trek: Generations,193,PG
3305,MaXXXine,1023922,R
3306,Black Water,454615,R
3307,Balto,21032,G
3308,Nothing to Lose,11676,R
3309,The Nutty Professor,9327,PG-13
3310,The Last Stand,76640,R
3311,Nothing to Lose,11676,R
3312,The Nutty Professor,9327,PG-13
3313,The Last Stand,76640,R
3314,Tucker: The Man and His Dream,28176,PG
3315,Look Who's Talking Too,9356,PG-13
3316,Three Days of the Condor,11963,R
3317,King Kong,10730,PG
3318,The Witches of Eastwick,6069,R
3319,Cyborg,10134,R
3320,Hellraiser III: Hell on Earth,11569,R
3321,Johnny English Strikes Again,463272,PG
3322,Problem Child,11077,PG
3323,The King of Comedy,262,PG
3324,The Starling Girl,1001500,R
3325,The Protégé,645788,R
3326,The Secret Garden,11236,G
3327,Mute,401371,R
3328,Pale Rider,8879,R
3329,Young Frankenstein,3034,PG
3330,Johnny English,9486,PG
3331,Playing It Cool,277547,R
3332,Jesus Christ Superstar,12545,G
3333,Project Power,605116,R
3334,My Spy,592834,PG-13
3335,Sniper: Rogue Mission,997120,R
3336,Hex,988233,R
3337,Life of the Party,399796,PG-13
3338,Poison Ivy,9264,R
3339,Skylines,560144,R
3340,Poison Ivy,9264,R
3341,Skylines,560144,R
3342,Bride Wars,10521,PG
3343,Z-O-M-B-I-E-S 2,599521,G
3344,The 15:17 to Paris,453201,PG-13
3345,The War of the Worlds,8974,G
3346,The Karate Kid Part III,10495,PG
3347,Pumpkinhead,26515,R
3348,Where Eagles Dare,11046,PG
3349,Sound of Metal,502033,R
3350,Showdown in Little Tokyo,13154,R
3351,From Dusk Till Dawn 2: Texas Blood Money,12095,R
3352,Species: The Awakening,15212,R
3353,The Changeling,13550,R
3354,Enemy,181886,R
3355,The Marsh King's Daughter,798362,R
3356,The Last Exorcism,38358,PG-13
3357,City Lights,901,G
3358,Letters from Iwo Jima,1251,R
3359,The Prince,241254,R
3360,Miss Congeniality 2: Armed and Fabulous,10040,PG-13
3361,The Name of the Rose,192,R
3362,Good Burger,14817,PG
3363,American Symphony,1171816,PG-13
3364,V/H/S,84348,R
3365,Phineas and Ferb The Movie: Across the 2nd Dimension,71689,G
3366,Barbie: The Pearl Princess,255718,G
3367,Tarzan II,15657,G
3368,The Banker,627725,PG-13
3369,Fire with Fire,139567,R
3370,This Is Me…Now,1217343,PG-13
3371,Rat Race,9896,PG-13
3372,Wonder Woman: Bloodlines,537055,PG-13
3373,Volcano,10357,PG-13
3374,Criminal,302156,R
3375,Bambi II,13205,G
3376,Extract,12569,R
3377,The Physician,169881,R
3378,End of Days,9946,R
3379,Priest,38321,PG-13
3380,The Physician,169881,R
3381,End of Days,9946,R
3382,Priest,38321,PG-13
3383,Cannonball Run II,11950,PG
3384,The Babysitter: Killer Queen,623491,R
3385,Free Fire,334521,R
3386,The Secret of Moonacre,18032,PG
3387,Gunpowder Milkshake,574060,R
3388,Splash,2619,PG
3389,The Replacements,10393,PG-13
3390,Countdown,599975,PG-13
3391,Yu-Gi-Oh! The Movie,11052,PG
3392,Into the Storm,216282,PG-13
3393,Hard Candy,2652,R
3394,The Death of Stalin,402897,R
3395,Sheroes,1130818,R
3396,Premium Rush,49526,PG-13
3397,Zola,539565,R
3398,Concussion,321741,PG-13
3399,Locke,210479,R
3400,"Batman: The Dark Knight Returns, Part 1",123025,PG-13
3401,The Hurricane Heist,430040,PG-13
3402,Camp X-Ray,244506,R
3403,Cinderella Man,921,PG-13
3404,Shaun the Sheep Movie,263109,PG
3405,Beastly,38117,PG-13
3406,Easy Rider,624,R
3407,The English Patient,409,R
3408,Maid in Manhattan,7303,PG-13
3409,Stuber,513045,R
3410,Stitch! The Movie,15567,G
3411,Autómata,262543,R
3412,Meet Dave,11260,PG
3413,The Entity,24740,R
3414,The Unforgivable,645886,R
3415,On Deadly Ground,9624,R
3416,Snatched,373569,R
3417,An Extremely Goofy Movie,15653,G
3418,Inside Man: Most Wanted,619278,R
3419,Spiderhead,615469,R
3420,The Last Boy Scout,9319,R
3421,Hellbound: Hellraiser II,9064,R
3422,Legend of the BoneKnapper Dragon,47626,PG
3423,Piranha,24831,R
3424,Entourage,188222,R
3425,Sniper: Reloaded,58767,R
3426,Close,460321,R
3427,The Missouri Breaks,42252,PG
3428,Lovelace,77805,R
3429,eXistenZ,1946,R
3430,Wild Wild West,8487,PG-13
3431,The Quick and the Dead,12106,R
3432,In the Line of Fire,9386,R
3433,Pain Hustlers,862968,R
3434,Beautiful Creatures,109491,PG-13
3435,Dual,698128,R
3436,Picture Perfect,9413,PG-13
3437,Batman: Under the Red Hood,40662,PG-13
3438,Pink Floyd: The Wall,12104,R
3439,Love Again,758336,PG-13
3440,The French Connection,1051,R
3441,Psycho II,10576,R
3442,Star Trek II: The Wrath of Khan,154,PG
3443,The Mechanic,19403,PG
3444,The Next Karate Kid,11231,PG
3445,Land of the Lost,18162,PG-13
3446,A Nightmare on Elm Street 4: The Dream Master,10131,R
3447,Practical Magic,6435,PG-13
3448,Bullitt,916,PG
3449,Dragonheart: Vengeance,666750,PG-13
3450,Bad Moms,376659,R
3451,Deep Blue Sea 3,703745,R
3452,Monster High: Why Do Ghouls Fall in Love?,167313,PG
3453,Sniper,9545,R
3454,New Year's Eve,62838,PG-13
3455,Hotel for Dogs,15189,PG
3456,Descendants: The Royal Wedding,805411,G
3457,The Prodigy,532671,R
3458,The Good Nurse,541134,R
3459,Fortress: Sniper's Eye,883502,R
3460,The Last King of Scotland,1523,R
3461,Contraband,77866,R
3462,Hackers,10428,PG-13
3463,Street Kings,1266,R
3464,Street Kings,1266,R
3465,The Manchurian Candidate,14462,R
3466,Pan,266647,PG
3467,Deathstroke: Knights & Dragons - The Movie,703771,R
3468,Arthur 3: la guerre des deux mondes,42949,G
3469,Swordfish,9705,R
3470,Tracers,290764,PG-13
3471,The Golden Child,10136,PG-13
3472,Valiant,14175,G
3473,Firestarter,532710,R
3474,Snowden,302401,R
3475,Mr. Harrigan's Phone,723419,PG-13
3476,Critters,3980,PG-13
3477,Igor,14248,PG
3478,The Swan Princess,22586,G
3479,Rescue Dawn,9952,PG-13
3480,The Land Before Time II: The Great Valley Adventure,15997,G
3481,Shaft,479,R
3482,Bulletproof Monk,11817,PG-13
3483,The Electrical Life of Louis Wain,617762,PG-13
3484,Fried Green Tomatoes,1633,PG-13
3485,Justice League vs. Teen Titans,379291,PG-13
3486,Case 39,28355,R
3487,Licorice Pizza,718032,R
3488,Paranoia,115348,PG-13
3489,Erin Brockovich,462,R
3490,Tucker and Dale vs. Evil,46838,R
3491,Marked for Death,10173,R
3492,My Little Pony: A New Generation,597316,PG
3493,The Lucky One,77877,PG-13
3494,Taylor Swift: Reputation Stadium Tour,568332,PG
3495,Star Trek: Nemesis,201,PG-13
3496,The Royal Tenenbaums,9428,R
3497,A Fish Called Wanda,623,R
3498,Surf's Up 2: WaveMania,411840,PG
3499,Babylon 5: The Road Home,1121575,PG-13
3500,No Sudden Move,649409,R
3501,Pirates of the Caribbean: Tales of the Code: Wedlocked,230652,PG-13
3502,100% Wolf,520946,PG
3503,Bullet to the Head,70074,R
3504,The Longest Day,9289,PG
3505,Bullet to the Head,70074,R
3506,The Longest Day,9289,PG
3507,The Beach,1907,R
3508,Shut In,629015,R
3509,Lost in Space,2157,PG-13
3510,7 Days in Entebbe,433627,PG-13
3511,Sabotage,144336,R
3512,Samson,474392,PG-13
3513,The Medallion,10610,PG-13
3514,102 Dalmatians,10481,G
3515,Talladega Nights: The Ballad of Ricky Bobby,9718,PG-13
3516,13 Minutes,787723,PG-13
3517,Vanquish,804435,R
3518,Can't Buy Me Love,12919,PG-13
3519,Brahms: The Boy II,555974,PG-13
3520,Ghost Dog: The Way of the Samurai,4816,R
3521,The Tale of Despereaux,10199,G
3522,Beyond the Reach,284289,R
3523,Runaway Jury,11329,PG-13
3524,Bowfinger,11353,PG-13
3525,"Snoopy Presents: To Mom (and Dad), With Love",949581,G
3526,Open Season 2,13690,PG
3527,I Still Know What You Did Last Summer,3600,R
3528,Women Talking,777245,PG-13
3529,La Bamba,16620,PG-13
3530,Deep Rising,9457,R
3531,Boiler Room,14181,R
3532,Hamburger Hill,10652,R
3533,Midnight Special,245703,PG-13
3534,On Fire,900409,PG-13
3535,Changing Lanes,1537,R
3536,Love Is in the Air,1167725,PG-13
3537,Senior Year,800937,R
3538,The Devil All the Time,499932,R
3539,The Stepford Wives,9890,PG-13
3540,Never Back Down: Revolt,763025,R
3541,The Poison Rose,529983,R
3542,P2,13474,R
3543,Trick or Treat Scooby-Doo!,1015724,G
3544,Love Don't Co$t a Thing,21542,PG-13
3545,Pocahontas II: Journey to a New World,13761,G
3546,London Fields,220882,R
3547,Wildling,362826,R
3548,Moana,277834,PG
3549,Forbidden Planet,830,G
3550,Dial M for Murder,521,PG
3551,Lost Highway,638,R
3552,T2 Trainspotting,180863,R
3553,Raising Arizona,378,PG-13
3554,Milf,47407,R
3555,Up in the Air,22947,R
3556,The Tutor,995012,R
3557,Shottas,13830,R
3558,Secret Obsession,612152,PG-13
3559,Charm City Kings,552532,R
3560,Secret Obsession,612152,PG-13
3561,Charm City Kings,552532,R
3562,A Ghost Story,428449,R
3563,Eraser,9268,R
3564,The Social Dilemma,656690,PG-13
3565,The Whole Nine Yards,2069,R
3566,The Doorman,737568,R
3567,Thunder Force,615678,PG-13
3568,This Is 40,89492,R
3569,Non-Stop,225574,PG-13
3570,Scooby-Doo! Camp Scare,45752,PG
3571,Mirrors,13515,R
3572,Lifeforce,11954,R
3573,Wolf Hound,542196,R
3574,The X Files,846,PG-13
3575,West Side Story,511809,PG-13
3576,Dark Crimes,340674,R
3577,Chef,212778,R
3578,D.E.B.S.,540,PG-13
3579,Cool Hand Luke,903,PG
3580,Smokey and the Bandit,11006,PG
3581,The Assassination of Jesse James by the Coward Robert Ford,4512,R
3582,The Tragedy of Macbeth,591538,R
3583,Scooby-Doo! in Where's My Mummy?,20558,G
3584,Stone Cold,31046,R
3585,Jackass Forever,656663,R
3586,The Black Book,1172009,R
3587,Buried,26388,R
3588,Tenacious D in The Pick of Destiny,2179,R
3589,The Secret Kingdom,893345,PG
3590,Planet 51,16866,PG
3591,Birth,10740,R
3592,The Gift,328425,R
3593,The Turning,492611,PG-13
3594,Wedding Daze,7839,R
3595,Homeward Bound: The Incredible Journey,6878,G
3596,Paranormal Activity 3,72571,R
3597,They Cloned Tyrone,736769,R
3598,A Million Miles Away,1002185,PG
3599,Daybreakers,19901,R
3600,2010,4437,PG
3601,The In Between,818750,PG-13
3602,Killers,37821,PG-13
3603,The In Between,818750,PG-13
3604,Killers,37821,PG-13
3605,Doctor Zhivago,907,PG-13
3606,Greta,471506,R
3607,Flubber,9574,PG
3608,Gulliver's Travels,38745,PG
3609,Mortal Kombat Legends: Snow Blind,1007401,R
3610,Ambush,1074034,R
3611,Hearts in Atlantis,11313,PG-13
3612,Last Looks,557946,R
3613,A Goofy Movie,15789,G
3614,Diary of a Wimpy Kid,774741,PG
3615,Urban Legends: Final Cut,12212,R
3616,The Caine Mutiny Court-Martial,1018332,PG-13
3617,Supercell,842945,PG-13
3618,Wish Upon,440597,PG-13
3619,Soylent Green,12101,PG
3620,"It's a Mad, Mad, Mad, Mad World",11576,G
3621,The Last Song,35690,PG
3622,Metal Lords,739993,R
3623,Tekken,42194,R
3624,Look Both Ways,805327,PG-13
3625,The Covenant,9954,PG-13
3626,Killer Elite,49021,R
3627,The Blob,9599,R
3628,Operation Petticoat,9660,PG
3629,Zoolander,9398,PG-13
3630,Bill & Ted's Excellent Adventure,1648,PG
3631,Broken City,98357,R
3632,Accepted,9788,PG-13
3633,Groot's First Steps,1010818,PG
3634,Sideways,9675,R
3635,A Night at the Roxbury,9429,PG-13
3636,Twilight Zone: The Movie,15301,PG
3637,Blast from the Past,11622,PG-13
3638,¡Three Amigos!,8388,PG
3639,Ice Age: The Great Egg-Scapade,387893,PG
3640,The Rainmaker,11975,PG-13
3641,¡Three Amigos!,8388,PG
3642,Ice Age: The Great Egg-Scapade,387893,PG
3643,The Rainmaker,11975,PG-13
3644,Along Came a Spider,2043,R
3645,The One and Only Ivan,508570,PG
3646,Teen Titans Go! vs. Teen Titans,556901,PG
3647,27 Dresses,6557,PG-13
3648,Dracula 2000,10577,R
3649,Diary of a Wimpy Kid: Dog Days,82650,PG
3650,Prince of Darkness,8852,R
3651,Force of Nature,619592,R
3652,Death Wish 3,24873,R
3653,The Love Bug,14136,G
3654,Housesitter,10407,PG
3655,London,7515,R
3656,The Sessions,113947,R
3657,7 Guardians of the Tomb,409582,PG-13
3658,The Color Purple,873,PG-13
3659,The Woman in the Window,520663,R
3660,Crooked House,419835,PG-13
3661,Bananas,11302,PG-13
3662,The Princess Switch: Switched Again,643882,G
3663,It Takes Two,33689,PG
3664,Reign of the Supermen,487672,PG-13
3665,A Thousand Words,72358,PG-13
3666,Causeway,595586,R
3667,Leprechaun,11811,R
3668,Girls State,986355,PG-13
3669,The Quest,9103,PG-13
3670,The Christmas Chronicles,527435,PG
3671,"See No Evil, Hear No Evil",11185,R
3672,An American Tail,4978,G
3673,Dark Waters,552178,PG-13
3674,The Spirit,8285,PG-13
3675,Chicago,1574,PG-13
3676,Carol,258480,R
3677,Princess Protection Program,19458,G
3678,The Strays,1063422,R
3679,Next,1738,PG-13
3680,Uncle Frank,634544,R
3681,Patriots Day,388399,R
3682,The Glass Castle,336000,PG-13
3683,16 Wishes,40205,G
3684,Ultraviolet,9920,PG-13
3685,Send It!,598413,R
3686,Girls Trip,417870,R
3687,Marauders,359412,R
3688,Beverly Hills Chihuahua 2,54540,G
3689,2 Hearts,710356,PG-13
3690,The Elephant Man,1955,PG
3691,The Fan,9566,R
3692,Jarhead 3: The Siege,378385,R
3693,High Life,376865,R
3694,Mr. Deeds,2022,PG-13
3695,LEGO Star Wars Holiday Special,732670,G
3696,Fred Claus,5375,PG
3697,The Swan Princess: Far Longer Than Forever,1175959,PG
3698,The Fly II,10344,R
3699,Overdrive,404733,PG-13
3700,Porno,576004,R
3701,Whip It,22798,PG-13
3702,My Fair Lady,11113,G
3703,Billy Elliot,71,PG-13
3704,Reminiscence,579047,PG-13
3705,The Delta Force,16113,R
3706,Ride Along,168530,PG-13
3707,Solace,339527,R
3708,30 Days of Night: Dark Days,42941,R
3709,Holes,8326,PG
3710,Vice,429197,R
3711,Arthur,13665,PG
3712,Enemy Mine,11864,PG-13
3713,Barbie in A Mermaid Tale 2,91342,G
3714,It Could Happen to You,10660,PG
3715,Dark Star,1410,G
3716,Driven,10477,PG-13
3717,Torn Curtain,5780,PG
3718,The Campaign,77953,R
3719,Closer,2288,R
3720,Blair Witch,351211,R
3721,Tarzan & Jane,13683,G
3722,After the Sunset,10589,PG-13
3723,Fantasia 2000,49948,G
3724,Sweet Home Alabama,11529,PG-13
3725,The Good Son,9272,R
3726,Black Site,848123,R
3727,What to Expect When You're Expecting,76494,PG-13
3728,The Getaway,2087,R
3729,A Wrinkle in Time,407451,PG
3730,What to Expect When You're Expecting,76494,PG-13
3731,The Getaway,2087,R
3732,A Wrinkle in Time,407451,PG
3733,The World's End,107985,R
3734,The Taking of Pelham 1 2 3,18487,R
3735,A.I. Rising,505914,R
3736,Tremors 3: Back to Perfection,10829,PG
3737,Primer,14337,PG-13
3738,Midway,11422,PG
3739,Mortdecai,210860,R
3740,My Super Ex-Girlfriend,4474,PG-13
3741,The Fog,791,PG-13
3742,Hands of Stone,184341,R
3743,Bedknobs and Broomsticks,12335,G
3744,FernGully: The Last Rainforest,13225,G
3745,Walkabout,36040,PG
3746,22 vs. Earth,811367,G
3747,Batman vs Teenage Mutant Ninja Turtles,581997,PG-13
3748,Cats & Dogs,10992,PG
3749,Upside Down,58244,PG-13
3750,The Land Before Time X: The Great Longneck Migration,24554,G
3751,Grease 2,9037,PG
3752,This Means War,59962,PG-13
3753,The Old Way,872954,R
3754,Mannequin Two: On the Move,34376,PG
3755,Girl with a Pearl Earring,3635,PG-13
3756,The Grudge 2,1975,PG-13
3757,The Pagemaster,15139,G
3758,The Water Horse,54318,PG
3759,Prep & Landing Stocking Stuffer: Operation: Secret Santa,88212,G
3760,Home Again,427900,PG-13
3761,Flowers in the Attic,15658,R
3762,USS Indianapolis: Men of Courage,340945,R
3763,Spanglish,2539,PG-13
3764,The Poseidon Adventure,551,PG
3765,Batman and Harley Quinn,408648,PG-13
3766,Children of the Corn,10823,R
3767,Cradle 2 the Grave,10623,R
3768,The Great Outdoors,2617,PG
3769,The Day of the Jackal,4909,PG
3770,Soul Surfer,43959,PG
3771,99 Homes,283235,R
3772,Star Trek: Insurrection,200,PG
3773,99 Homes,283235,R
3774,Star Trek: Insurrection,200,PG
3775,Streets of Fire,14746,PG
3776,Mallrats,2293,R
3777,Blue Thunder,6341,R
3778,Z-O-M-B-I-E-S 3,809107,G
3779,Abduction,59965,PG-13
3780,Date Night,35056,PG-13
3781,The Marine,8975,PG-13
3782,Dallas Buyers Club,152532,R
3783,Infinite Storm,811631,R
3784,Patriot Games,9869,R
3785,Mickey's Christmas Carol,14813,G
3786,Champions,933419,PG-13
3787,Empire State,169209,R
3788,Moonwalker,13192,PG
3789,Six Days Seven Nights,6068,PG-13
3790,Hoodwinked Too! Hood VS. Evil,57089,PG
3791,The General's Daughter,2275,R
3792,Clown,112454,R
3793,Do the Right Thing,925,R
3794,Going in Style,353070,PG-13
3795,Roxanne,11584,PG
3796,Friday the 13th: A New Beginning,9731,R
3797,Going in Style,353070,PG-13
3798,Roxanne,11584,PG
3799,Friday the 13th: A New Beginning,9731,R
3800,My Big Fat Greek Wedding 3,1001811,PG-13
3801,Death Wish 4: The Crackdown,26263,R
3802,Whiskey Tango Foxtrot,279641,R
3803,Empire of the Sun,10110,PG
3804,Mary Shelley,332283,PG-13
3805,The Librarian: Quest for the Spear,14207,PG
3806,Howard the Duck,10658,PG
3807,MouseHunt,6283,PG
3808,Analyze That,9932,R
3809,Antebellum,627290,R
3810,If Only,15775,PG-13
3811,Against the Ice,836009,R
3812,The Machine,647250,R
3813,Cake,284276,R
3814,Interstate 60,20312,R
3815,Menace II Society,9516,R
3816,Martha Marcy May Marlene,50837,R
3817,Plus One at an Amish Wedding,1008148,G
3818,The Man with the Iron Fists 2,321494,R
3819,Ghost Town,12797,PG-13
3820,Flora and Son,1059811,R
3821,The Man with the Iron Fists 2,321494,R
3822,Ghost Town,12797,PG-13
3823,Flora and Son,1059811,R
3824,The Constant Gardener,1985,R
3825,Camp Hideout,917594,PG
3826,The Muppets,64328,PG
3827,Justice League: Crisis on Two Earths,30061,PG-13
3828,The Life Aquatic with Steve Zissou,421,R
3829,Thirteen,11023,R
3830,Halloween II,24150,R
3831,Thunderstruck,119738,PG
3832,We Bare Bears: The Movie,677638,G
3833,Dear John,22971,PG-13
3834,She's All That,10314,PG-13
3835,Casper Meets Wendy,39345,PG
3836,The War with Grandpa,425001,PG
3837,Halloween: The Curse of Michael Myers,10987,R
3838,Into the Woods,224141,PG
3839,Camp Rock 2: The Final Jam,44244,PG
3840,The Upside,440472,PG-13
3841,Courage Under Fire,10684,R
3842,The 33,293646,PG-13
3843,The Hot Spot,14864,R
3844,Steel Magnolias,10860,PG
3845,Barbershop,10611,PG-13
3846,All the Money in the World,446791,R
3847,Shame,76025,NC-17
3848,The Three Stooges,76489,PG
3849,"Yes, God, Yes",527660,R
3850,The Italian Job,10536,G
3851,K-PAX,167,PG-13
3852,I Am Wrath,332411,R
3853,Two Weeks Notice,2642,PG-13
3854,Malcolm X,1883,PG-13
3855,Leprechaun Returns,518158,R
3856,Till Death,672741,R
3857,Death Sentence,11835,R
3858,K-19: The Widowmaker,8665,PG-13
3859,Addicted,235271,R
3860,Wayne's World,8872,PG-13
3861,Abandoned,880841,PG-13
3862,Little,526050,PG-13
3863,Walk of Shame,187596,R
3864,Adventures in Babysitting,360606,G
3865,Halloween H20: 20 Years Later,11675,R
3866,The Sandlot,11528,PG
3867,Sherlock Gnomes,370567,PG
3868,Rounders,10220,R
3869,Firefox,10724,PG
3870,Flawless,13195,PG-13
3871,Deception,13018,R
3872,Cursed,10012,PG-13
3873,Amityville Uprising,898774,R
3874,In the Shadow of the Moon,530382,R
3875,Cocktail,7520,R
3876,Driving Miss Daisy,403,PG
3877,Selena Gomez: My Mind & Me,1022256,R
3878,Midnight Express,11327,R
3879,Aliens in the Attic,20856,PG
3880,Selena Gomez: My Mind & Me,1022256,R
3881,Midnight Express,11327,R
3882,Aliens in the Attic,20856,PG
3883,Gladiator,16219,R
3884,Batman: The Doom That Came to Gotham,1003579,PG-13
3885,Fallen,283378,PG-13
3886,Killer Klowns from Outer Space,16296,PG-13
3887,Get Shorty,8012,R
3888,Master and Commander: The Far Side of the World,8619,PG-13
3889,Batman,2661,PG
3890,Spontaneous,604578,R
3891,Muppets Haunted Mansion,826914,PG
3892,The Wild Bunch,576,R
3893,The Intruder,524247,PG-13
3894,Mother/Android,739413,R
3895,Boy Erased,472451,R
3896,The End of Sex,933092,R
3897,Presumed Innocent,11092,R
3898,Fun with Dick and Jane,7552,PG-13
3899,The Call,158011,R
3900,Magic Mike XXL,264999,R
3901,ブレードランナー ブラックアウト 2022,475946,PG-13
3902,Master Gardener,869612,R
3903,The X Files: I Want to Believe,8836,PG-13
3904,Happy Death Day,440021,PG-13
3905,The Spy Next Door,23172,PG
3906,The World to Come,506281,R
3907,Jonah Hex,20533,PG-13
3908,My Little Pony: The Movie,335360,PG
3909,Bigfoot Family,702525,G
3910,Cube,431,R
3911,The Wrong Missy,582596,R
3912,Beverly Hills Chihuahua 3: Viva la Fiesta!,105965,G
3913,Ben 10: Secret of the Omnitrix,15403,PG
3914,Christmas with the Kranks,13673,PG
3915,Fingernails,790459,R
3916,Young Guns II,9086,PG-13
3917,The Finest Hours,300673,PG-13
3918,A Scanner Darkly,3509,R
3919,47 Meters Down: Uncaged,480105,PG-13
3920,The Vatican Tapes,157544,R
3921,Zoom,14113,PG
3922,Come Away,527400,PG
3923,Reign of Fire,6278,PG-13
3924,The River Wild,8987,PG-13
3925,Der heiße Tod,28277,R
3926,The Last Unicorn,10150,G
3927,Baghead,5759,R
3928,"Honey, We Shrunk Ourselves",11425,PG
3929,Lady Chatterley's Lover,814338,R
3930,Early Man,387592,PG
3931,30 Minutes or Less,62206,R
3932,The Babysitter,37141,R
3933,Like Mike,21972,PG
3934,Spun,12079,R
3935,21 Grams,470,R
3936,The Kid,4244,PG
3937,The Horse Whisperer,547,PG-13
3938,Every Which Way but Loose,15417,PG
3939,Everyone Says I Love You,9716,R
3940,Ice Age: A Mammoth Christmas,79218,PG
3941,Before We Go,283350,PG-13
3942,The First Wives Club,2925,PG
3943,Absolute Power,66,R
3944,In Bruges,8321,R
3945,Child 44,181283,R
3946,Big Top Scooby-Doo!,119321,G
3947,Blood Father,309886,R
3948,Blood Father,309886,R
3949,Phenomenon,9294,PG
3950,Mickey's Twice Upon a Christmas,13378,G
3951,Hairspray,2976,PG
3952,Second Act,503616,PG-13
3953,Paul Blart: Mall Cop,14560,PG
3954,The Diary of a Teenage Girl,250124,R
3955,The Whole Ten Yards,2122,PG-13
3956,Twitches,21481,PG
3957,Mighty Morphin Power Rangers: The Movie,9070,PG
3958,Sabrina,11860,PG
3959,Honor Society,929170,R
3960,Ed Wood,522,R
3961,The Legend of Hercules,188207,PG-13
3962,The Devil's Rejects,1696,R
3963,Cube Zero,438,R
3964,Open Season: Scared Silly,382517,PG
3965,Drop Zone,4954,R
3966,True Spirit,739986,PG
3967,Draft Day,200505,PG-13
3968,The Nut Job,227783,PG
3969,The Powerpuff Girls Movie,59387,PG
3970,Escape from L.A.,10061,R
3971,Prep & Landing: Naughty vs. Nice,88096,G
3972,Disquiet,1072074,R
3973,Naked Singularity,624789,R
3974,Little Women,9587,PG
3975,Free Willy 3: The Rescue,18519,PG
3976,Love the Coopers,333348,PG-13
3977,Sorcerer,38985,PG
3978,Double Team,9405,R
3979,Mighty Aphrodite,11448,R
3980,No Escape,10447,R
3981,Working Girl,3525,R
3982,Girls Just Want to Have Fun,16263,PG
3983,Never Been Kissed,11355,PG-13
3984,Get Rich or Die Tryin',10060,R
3985,Rogue,13022,R
3986,The Eye,9030,PG-13
3987,Space Cowboys,5551,PG-13
3988,Are We There Yet?,11637,PG
3989,The Eye,9030,PG-13
3990,Space Cowboys,5551,PG-13
3991,Are We There Yet?,11637,PG
3992,Black Mirror: Bandersnatch,569547,R
3993,Happiest Season,520172,PG-13
3994,Sgt. Stubby: An American Hero,433694,PG
3995,Trolls Holiday in Harmony,896221,PG
3996,Quest for Camelot,18937,G
3997,Major Payne,11008,PG-13
3998,Wicked Minds,153104,PG-13
3999,In the Heat of the Night,10633,PG-13
4000,Lou,429473,R
4001,Crimes of the Future,819876,R
4002,The Crazies,29427,R
4003,Shaft,482,R
4004,The Last Exorcism Part II,146203,PG-13
4005,The Doors,10537,R
4006,The Florida Project,394117,R
4007,Friday After Next,10426,R
4008,"Planes, Trains and Automobiles",2609,R
4009,Sky Captain and the World of Tomorrow,5137,PG
4010,White Fang,12227,PG
4011,Trauma Center,641790,R
4012,Purple Rain,13763,R
4013,Queen of the Damned,11979,R
4014,Tinker Tailor Soldier Spy,49517,R
4015,Tremors 4: The Legend Begins,10891,PG-13
4016,Einstein and the Bomb,1168709,PG-13
4017,Due Date,41733,R
4018,Hotel Rwanda,205,PG-13
4019,Poetic Justice,8291,R
4020,Chasing Liberty,14844,PG-13
4021,Black Snake Moan,7874,R
4022,Curious George 2: Follow That Monkey!,23903,G
4023,The Soccer Football Movie,1037858,PG
4024,Kelly's Heroes,11589,PG
4025,Hide and Seek,11096,R
4026,Unsane,467660,R
4027,Burnt,295964,R
4028,Marnie,506,PG
4029,Van Wilder: Freshman Year,19824,R
4030,The Nativity Story,2447,PG
4031,Three Kings,6415,R
4032,Exposed,331962,R
4033,Serpico,9040,R
4034,"tick, tick... BOOM!",537116,PG-13
4035,Barbie in 'A Christmas Carol',13459,G
4036,Megalodon,523931,PG-13
4037,*batteries not included,11548,PG
4038,The Cannonball Run,11286,PG
4039,The Seventh Sign,11082,R
4040,Transformers: Revenge of the Fallen,8373,PG-13
4041,18 Year Old Virgin,14912,R
4042,Quasi,893752,R
4043,Black Christmas,16938,R
4044,Secondhand Lions,13156,PG
4045,Mystic Pizza,11191,R
4046,Batman: The Killing Joke,382322,R
4047,Shanghai Noon,8584,PG-13
4048,Another Earth,55420,PG-13
4049,Silverado,11509,PG-13
4050,Barbie Mariposa & the Fairy Princess,196254,G
4051,Masters of the Universe,11649,PG
4052,The Santa Clause,11395,PG
4053,Barbie Presents: Thumbelina,16418,G
4054,Miracle on 34th Street,11881,G
4055,Patch Adams,10312,PG-13
4056,Backdraft,2924,R
4057,Red Lights,75638,R
4058,Marley & Me,14306,PG
4059,Monster High: 13 Wishes,212470,G
4060,Renegades,913604,R
4061,Kill Bill: The Whole Bloody Affair,414419,R
4062,Persuasion,820912,PG
4063,16 Blocks,2207,PG-13
4064,A Perfect Murder,1965,R
4065,Bastille Day,333669,R
4066,Horns,149509,R
4067,Bad Times at the El Royale,446021,R
4068,Barbie: The Princess & The Popstar,129533,G
