,Title,id,rating
1474,Final Destination 3,9286,R
1475,12 Strong,429351,R
1476,Sin City: A Dame to Kill For,189,R
1477,Lost in Translation,153,R
1478,Final Destination 5,55779,R
1479,Lionheart,9399,R
1480,R.I.P.D.,49524,PG-13
1481,Rocky Balboa,1246,PG
1482,Silent Hill,588,R
1483,Atomic Blonde,341013,R
1484,Howards End,8293,PG
1485,The Voyeurs,645710,R
1486,12 Years a Slave,76203,R
1487,The Breakfast Club,2108,R
1488,Bridget Jones's Diary,634,R
1489,The Hunger Games,70160,PG-13
1490,Seventh Son,68737,PG-13
1491,The Mother,552688,R
1492,The Sound of Music,15121,G
1493,Disenchanted,338958,PG
1494,Pet Sematary: Bloodlines,830764,R
1495,Knowing,13811,PG-13
1496,I Spit on Your Grave III: Vengeance Is Mine,357096,R
1497,G.I. Joe: The Rise of Cobra,14869,PG-13
1498,Rough Night,397422,R
1499,Craig Before the Creek,928833,PG
1500,Rocky II,1367,PG
1501,Tag,455980,R
1502,Jason X,11470,R
1503,Tag,455980,R
1504,Jason X,11470,R
1505,Beautiful Wedding,1096342,R
1506,Men in Black 3,41154,PG-13
1507,The Angry Birds Movie,153518,PG
1508,A Man Called Otto,937278,PG-13
1509,Stripes,10890,R
1510,Liar Liar,1624,PG-13
1511,Inferno,207932,PG-13
1512,RED,39514,PG-13
1513,Vacation,296099,R
1514,Boyhood,85350,R
1515,Hot Chili,88907,R
1516,Scream 3,4234,R
1517,The Ultimate Gift,14624,PG
1518,The Misfits,581644,R
1519,Last Night in Soho,576845,R
1520,The Naked Gun: From the Files of Police Squad!,37136,PG-13
1521,Totally Killer,974931,R
1522,The Pelican Brief,9944,PG-13
1523,Squealer,1189798,R
1524,Onward,508439,PG
1525,Blow,4133,R
1526,Overboard,454619,PG-13
1527,The Velveteen Rabbit,1186957,G
1528,The Running Man,865,R
1529,Accident Man: Hitman's Holiday,879444,R
1530,Alvin and the Chipmunks: Chipwrecked,55301,G
1531,Captain Underpants: The First Epic Movie,268531,PG
1532,Groundhog Day,137,PG
1533,Rush,96721,R
1534,Game Night,445571,R
1535,Freddy's Dead: The Final Nightmare,11284,R
1536,Puss in Boots: The Three Diablos,83201,G
1537,The Huntsman: Winter's War,290595,PG-13
1538,The Pod Generation,889675,PG-13
1539,28 Days Later,170,R
1540,Saw V,11917,R
1541,The Killer,800158,R
1542,Lethal Weapon,941,R
1543,The Craft,9100,R
1544,Chronicle,76726,PG-13
1545,Police Academy,9336,R
1546,Hocus Pocus,10439,PG
1547,Annie,15739,PG
1548,Memento,77,R
1549,The Nice Guys,290250,R
1550,Blackhat,201088,R
1551,The Grudge,465086,R
1552,Stillwater,616651,R
1553,The Flood,1006462,R
1554,The Flintstones,888,PG
1555,Gone in Sixty Seconds,9679,PG-13
1556,The Belko Experiment,341006,R
1557,Hollow Man,9383,R
1558,Sully,363676,PG-13
1559,Hellboy,1487,PG-13
1560,The Karate Kid,1885,PG
1561,Creepshow 2,16288,R
1562,The Human Centipede (First Sequence),37169,R
1563,Training Day,2034,R
1564,Red Dawn,1880,PG-13
1565,"Love, Simon",449176,PG-13
1566,"Love, Simon",449176,PG-13
1567,Kung Fu Panda: Secrets of the Furious Five,15854,PG
1568,A Witches' Ball,487047,PG
1569,Sucker Punch,23629,PG-13
1570,Jesus,45139,G
1571,Homefront,204082,R
1572,Tombstone,11969,R
1573,The Road,20766,R
1574,Cold Pursuit,438650,R
1575,Original Sin,2057,R
1576,Season of the Witch,23047,PG-13
1577,A Nightmare on Elm Street,377,R
1578,The Blair Witch Project,2667,R
1579,17 Again,16996,PG-13
1580,Crater,620705,PG
1581,Alvin and the Chipmunks: The Road Chip,258509,PG
1582,Sleepless in Seattle,858,PG
1583,American Assassin,415842,R
1584,Saw IV,663,R
1585,Dolittle,448119,PG
1586,Ron's Gone Wrong,482321,PG
1587,Romeo + Juliet,454,PG-13
1588,Magnolia,334,R
1589,What Women Want,3981,PG-13
1590,Scott Pilgrim vs. the World,22538,PG-13
1591,Evolution,9397,PG-13
1592,The Polar Express,5255,G
1593,Mary Poppins,433,G
1594,Hancock,8960,PG-13
1595,Underworld: Evolution,834,R
1596,Signs,2675,PG-13
1597,Fantastic Four: Rise of the Silver Surfer,1979,PG
1598,Pandorum,19898,R
1599,Dora and the Lost City of Gold,499701,PG
1600,"Paris, Texas",655,R
1601,The Cabin in the Woods,22970,R
1602,The Final Conflict,10768,R
1603,Rear Window,567,PG
1604,The 40 Year Old Virgin,6957,R
1605,Flipped,43949,PG
1606,The Living Daylights,708,PG
1607,Blade of the 47 Ronin,732459,R
1608,Switched Before Birth,888467,PG
1609,Me Time,862551,R
1610,Unstoppable,44048,PG-13
1611,The Dreamers,1278,NC-17
1612,The Dreamers,1278,NC-17
1613,Chip 'n Dale: Rescue Rangers,420821,PG
1614,The Lego Movie,137106,PG
1615,The Other Zoey,912916,PG-13
1616,A Walk Among the Tombstones,169917,R
1617,Wrath of the Titans,57165,PG-13
1618,Face/Off,754,R
1619,The Day After Tomorrow,435,PG-13
1620,Live Free or Die Hard,1571,PG-13
1621,Annabelle,250546,R
1622,From Straight A's to XXX,441168,PG-13
1623,Step Up,9762,PG-13
1624,Coming 2 America,484718,PG-13
1625,Honest Thief,553604,PG-13
1626,Smurfs: The Lost Village,137116,PG
1627,Riley's First Date?,355338,G
1628,What Lies Beneath,2655,PG-13
1629,Riley's First Date?,355338,G
1630,What Lies Beneath,2655,PG-13
1631,The Pacifier,10022,PG
1632,"The Boy, the Mole, the Fox and the Horse",995133,G
1633,King Kong Lives,31947,PG-13
1634,Body of Lies,12113,R
1635,The Bourne Supremacy,2502,PG-13
1636,Molly's Game,396371,R
1637,Twelve Monkeys,63,R
1638,The Art of Racing in the Rain,522924,PG
1639,Guardians of the Galaxy,118340,PG-13
1640,Okja,387426,PG-13
1641,Shirley,798612,PG-13
1642,Unfrosted,844185,PG-13
1643,The Pink Panther,12096,PG
1644,13 Going on 30,10096,PG-13
1645,Battle for the Planet of the Apes,1705,G
1646,Imagine Me & You,1544,R
1647,Stormy,1240928,R
1648,Mission to Mars,2067,PG
1649,Idiocracy,7512,R
1650,Shrapnel,982932,R
1651,Starship Troopers 3: Marauder,11127,R
1652,Mad Max Beyond Thunderdome,9355,PG-13
1653,Mystic River,322,R
1654,For Your Eyes Only,699,PG
1655,Unbroken,227306,PG-13
1656,Unbroken,227306,PG-13
1657,Superman Returns,1452,PG-13
1658,Congo,10329,PG-13
1659,The Hunt for Red October,1669,PG-13
1660,Risen,335778,PG-13
1661,1917,530915,R
1662,Scooby-Doo! The Mystery Begins,22620,PG
1663,8 Mile,65,R
1664,GoldenEye,710,PG-13
1665,Poseidon,503,PG-13
1666,Ava,539885,R
1667,Hot Shots! Part Deux,9255,PG-13
1668,Suspiria,361292,R
1669,Texas Chainsaw Massacre,632727,R
1670,Texas Chainsaw Massacre,632727,R
1671,Mr. Peabody & Sherman,82703,PG
1672,Shot Caller,339692,R
1673,Not Another Teen Movie,11397,R
1674,Jaws 3-D,17692,PG
1675,Friends with Benefits,50544,R
1676,The Fox and the Hound,10948,G
1677,Heaven Is for Real,236751,PG
1678,22 Jump Street,187017,R
1679,I Spit on Your Grave 2,207768,R
1680,King Arthur,9477,PG-13
1681,Fireproof,14438,PG
1682,The Hills Have Eyes,9792,R
1683,Olaf's Frozen Adventure,460793,G
1684,Sleepwalkers,11428,R
1685,Let's Be Cops,193893,R
1686,Fright Night,11797,R
1687,Don Jon,138697,R
1688,Jeepers Creepers,8922,R
1689,Anaconda,9360,PG-13
1690,Shadow Master,1036561,R
1691,Double Impact,9594,R
1692,Lara Croft: Tomb Raider,1995,PG-13
1693,21 Jump Street,64688,R
1694,The Ritual,433808,R
1695,The Golden Compass,2268,PG-13
1696,The Ritual,433808,R
1697,The Golden Compass,2268,PG-13
1698,Scary Movie 4,4257,PG-13
1699,The Book of Life,228326,PG
1700,Full Metal Jacket,600,R
1701,Transporter 2,9335,PG-13
1702,Mamma Mia!,11631,PG-13
1703,The Marksman,634528,PG-13
1704,Who Framed Roger Rabbit,856,PG
1705,The Banshees of Inisherin,674324,R
1706,A Knight's Tale,9476,PG-13
1707,I.S.S.,790462,R
1708,The Bourne Identity,2501,PG-13
1709,Battle: Los Angeles,44943,PG-13
1710,Butch Cassidy and the Sundance Kid,642,PG
1711,The Fault in Our Stars,222935,PG-13
1712,Brooklyn,167073,PG-13
1713,Looney Tunes: Back in Action,10715,PG
1714,The Dry,567797,R
1715,The Wrath of Becky,986070,R
1716,Detroit,407448,R
1717,Air,964980,R
1718,Teen Wolf: The Movie,877703,R
1719,Tron,97,PG
1720,Wicked Little Letters,975773,R
1721,Brother Bear 2,10010,G
1722,Colombiana,62835,PG-13
1723,The Mothman Prophecies,2637,PG-13
1724,Perfect Addiction,845659,R
1725,Horrible Bosses 2,227159,R
1726,Sex and the City 2,37786,R
1727,Friday the 13th Part III,9728,R
1728,Fantastic Mr. Fox,10315,PG
1729,Hitman's Wife's Bodyguard,522931,R
1730,The Transporter Refueled,287948,PG-13
1731,Jackie,376866,R
1732,Richard Jewell,292011,R
1733,Minions,211672,PG
1734,Die unendliche Geschichte,34584,PG
1735,Tomorrow Never Dies,714,PG-13
1736,Super 8,37686,PG-13
1737,Atonement,4347,R
1738,How to Train Your Dragon: Homecoming,638507,PG
1739,Assassin's Creed,121856,PG-13
1740,Brokeback Mountain,142,R
1741,Starship Troopers,563,R
1742,An American Werewolf in London,814,R
1743,Deep Impact,8656,PG-13
1744,The Contractor,628900,R
1745,War,10431,R
1746,The French Dispatch,542178,R
1747,Project Almanac,227719,PG-13
1748,The Kill Room,958006,R
1749,Cliffhanger,9350,R
1750,The Last Witch Hunter,274854,PG-13
1751,Finestkind,507532,R
1752,The Out-Laws,921636,R
1753,Beverly Hills Cop,90,R
1754,Condor's Nest,1062482,R
1755,Enemy of the State,9798,R
1756,Zathura: A Space Adventure,6795,PG
1757,Panic Room,4547,R
1758,The Mule,504172,R
1759,Mortal Engines,428078,PG-13
1760,The Guardians of the Galaxy Holiday Special,774752,PG-13
1761,Heathers,2640,R
1762,The Mortal Instruments: City of Bones,123553,PG-13
1763,Thelma & Louise,1541,R
1764,Home on the Range,13700,PG
1765,The World's Fastest Indian,9912,PG-13
1766,Thir13en Ghosts,9378,R
1767,The Secret Life of Walter Mitty,116745,PG
1768,Little Children,1440,R
1769,Star Trek: First Contact,199,PG-13
1770,"O Brother, Where Art Thou?",134,PG-13
1771,Poltergeist,609,R
1772,Midnight Sun,419478,PG-13
1773,Nanny McPhee,11283,PG
1774,R.I.P.D. 2: Rise of the Damned,1013860,PG-13
1775,Salt,27576,PG-13
1776,Serenity,452832,R
1777,Salt,27576,PG-13
1778,Serenity,452832,R
1779,The Scorpion King: Book of Souls,522417,PG-13
1780,Immortals,37958,R
1781,Blade: Trinity,36648,R
1782,Sniper: Assassin's End,702936,R
1783,The Princess Diaries 2: Royal Engagement,11130,G
1784,The Core,9341,PG-13
1785,Pride and Prejudice and Zombies,58431,PG-13
1786,101 Dalmatians,11674,G
1787,Jimmy Timmy Power Hour,40706,G
1788,What's Eating Gilbert Grape,1587,PG-13
1789,Epic,116711,PG
1790,The Little Rascals,10897,PG
1791,The Mountain Between Us,290512,PG-13
1792,Carrie,133805,R
1793,Self/less,238615,PG-13
1794,Galaxy Quest,926,PG
1795,Poltergeist,243688,PG-13
1796,Triple Frontier,399361,R
1797,Old,631843,PG-13
1798,RocknRolla,13809,R
1799,Cleopatra,8095,G
1800,Pretty Baby,26973,R
1801,A.I. Artificial Intelligence,644,PG-13
1802,Secret Headquarters,791155,PG
1803,Waterworld,9804,PG-13
1804,Cinderella III: A Twist in Time,16119,G
1805,The Texas Chain Saw Massacre,30497,R
1806,The Texas Chain Saw Massacre,30497,R
1807,The Warriors,11474,R
1808,Which Brings Me to You,975043,PG-13
1809,The Legend of Tarzan,258489,PG-13
1810,Magnum Force,10648,R
1811,The Man with the Golden Gun,682,PG
1812,Antlers,516329,R
1813,Spies in Disguise,431693,PG
1814,Virus,9423,R
1815,Falling Down,37094,R
1816,The Italian Job,9654,PG-13
1817,Home Alone 3,9714,PG
1818,Child's Play,10585,R
1819,Tarot,719221,PG-13
1820,Brick Mansions,254473,PG-13
1821,A Dog's Purpose,381289,PG
1822,Spider-Man 2,558,PG-13
1823,Pitch Perfect 3,353616,PG-13
1824,Footloose,1788,PG
1825,Scream 4,41446,R
1826,Trainspotting,627,R
1827,The Wedding Ringer,252838,R
1828,Enter the Dragon,9461,R
1829,Scooby-Doo! and the Loch Ness Monster,12902,G
1830,Flight,87502,R
1831,Sniper: G.R.I.T. - Global Response & Intelligence Team,1171541,R
1832,Les Misérables,82695,PG-13
1833,"Love, Rosie",200727,R
1834,The Peanuts Movie,227973,G
1835,Baby's Day Out,11212,PG
1836,The Babysitter,419479,R
1837,Ferris Bueller's Day Off,9377,PG-13
1838,Robin Hood,11886,G
1839,The Book of Clarence,976584,PG-13
1840,Radio,13920,PG
1841,All Dogs Go to Heaven,11497,G
1842,Fantastic Four,166424,PG-13
1843,A Time to Kill,1645,R
1844,The Cat in the Hat,10588,PG
1845,Hitman,1620,R
1846,Oz the Great and Powerful,68728,PG
1847,Crazy Rich Asians,455207,PG-13
1848,Facing the Giants,18925,PG
1849,Yesterday,515195,PG-13
1850,The Book of Eli,20504,R
1851,King Richard,614917,PG-13
1852,True Grit,44264,PG-13
1853,Warrior,59440,PG-13
1854,Kitbull,574074,PG
1855,Blade II,36586,R
1856,Captain America: The Winter Soldier,100402,PG-13
1857,Cloverfield,7191,PG-13
1858,Blade II,36586,R
1859,Captain America: The Winter Soldier,100402,PG-13
1860,Cloverfield,7191,PG-13
1861,Apollo 13,568,PG
1862,London Has Fallen,267860,R
1863,Mortal Kombat,9312,PG-13
1864,Step Up All In,243683,PG-13
1865,Robin Hood,375588,PG-13
1866,Christine,8769,R
1867,Murder Mystery,514999,PG-13
1868,Triangle,26466,R
1869,The Last Emperor,746,PG-13
1870,The Transporter,4108,PG-13
1871,Big,2280,PG
1872,Fresh,787752,R
1873,Cold Mountain,2289,R
1874,Wallace & Gromit: The Curse of the Were-Rabbit,533,G
1875,The Substitute,20762,R
1876,The Call of the Wild,481848,PG
1877,Knight and Day,37834,PG-13
1878,The A-Team,34544,PG-13
1879,Don't Worry Darling,619730,R
1880,Malice,2246,R
1881,Riddick,87421,R
1882,It Lives Inside,1024773,PG-13
1883,Leap Year,25195,PG
1884,Suicide Squad: Hell to Pay,487242,R
1885,Death Proof,1991,R
1886,Suicide Squad: Hell to Pay,487242,R
1887,Death Proof,1991,R
1888,Enola Holmes 2,829280,PG-13
1889,Abigail,575094,PG
1890,The Smurfs 2,77931,PG
1891,The Princess,759175,R
1892,There Will Be Blood,7345,R
1893,Medieval,551271,R
1894,Shallow Hal,9889,PG-13
1895,Unfaithful,2251,R
1896,Legends of the Fall,4476,R
1897,Mama Agnes,1233938,PG-13
1898,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,935,PG
1899,Antz,8916,PG
1900,Easy A,37735,PG-13
1901,Never Say Never Again,36670,PG
1902,Beowulf,2310,PG-13
1903,Joy,274479,PG-13
1904,Garfield: A Tail of Two Kitties,9513,PG
1905,You've Got Mail,9489,PG
1906,Escape Plan,107846,R
1907,Teenage Mutant Ninja Turtles III,1499,PG
1908,Cruel Intentions,796,R
1909,A Cinderella Story,11247,PG
1910,I Origins,244267,R
1911,The Book of Daniel,227859,G
1912,Conan the Barbarian,37430,R
1913,Good Boys,521777,R
1914,Spotlight,314365,R
1915,House of Wax,10066,R
1916,Speed Zone,12236,PG
1917,Clash of the Titans,10323,PG
1918,Rain Man,380,R
1919,Paranormal Activity: The Ghost Dimension,146301,R
1920,Inside Man,388,R
1921,RED 2,146216,PG-13
1922,Into the Wild,5915,R
1923,Pixie Hollow Games,86130,G
1924,Finch,522402,PG-13
1925,Army of the Dead,503736,R
1926,Beverly Hills Cop III,306,R
1927,Million Dollar Baby,70,PG-13
1928,127 Hours,44115,R
1929,Red Dawn,60747,PG-13
1930,Airplane!,813,PG
1931,House of Gucci,644495,R
1932,They Live,8337,R
1933,Piranha 3D,43593,R
1934,The Dirt,327331,R
1935,Eight Legged Freaks,8869,PG-13
1936,Bloodshot,338762,PG-13
1937,The Exorcism of Emily Rose,8643,PG-13
1938,A Christmas Carol,17979,PG
1939,Elektra,9947,PG-13
1940,Raging Bull,1578,R
1941,Hook,879,PG
1942,Romeo and Juliet,6003,PG
1943,Moonraker,698,PG
1944,Woody Woodpecker,462883,PG
1945,Barbie: A Fashion Fairytale,44874,G
1946,Solaris,2103,PG-13
1947,Charlie's Angels,4327,PG-13
1948,Undisputed,15070,R
1949,The Girl in the Spider's Web,446807,R
1950,Once Upon a Studio,1139087,G
1951,The Silencing,603119,R
1952,The Specialist,2636,R
1953,There's Something About Mary,544,R
1954,Bloodsport,11690,R
1955,Spirit Untamed,637693,PG
1956,Step Up 3D,41233,PG-13
1957,Blonde,301502,NC-17
1958,Blonde,301502,NC-17
1959,National Lampoon's Christmas Vacation,5825,PG-13
1960,Meet the Spartans,7278,PG-13
1961,Sing Street,369557,PG-13
1962,Golda,899524,PG-13
1963,Ballerina,342473,PG
1964,Ace Ventura: Pet Detective,3049,PG-13
1965,Spread,19918,R
1966,Moulin Rouge!,824,PG-13
1967,Conan the Destroyer,9610,PG
1968,Sweeney Todd: The Demon Barber of Fleet Street,13885,R
1969,You Are So Not Invited to My Bat Mitzvah,999644,PG-13
1970,Red Eye,11460,PG-13
1971,Behind Enemy Lines,8007,PG-13
1972,The Last Duel,617653,R
1973,Vacation Friends,653349,R
1974,Shrek the Halls,13394,PG
1975,The Karate Kid Part II,8856,PG
1976,Marlowe,844417,R
1977,Live and Let Die,253,PG
1978,The Sting,9277,PG
1979,Unfrosted,844185,PG-13
1980,Escape Plan 2: Hades,440471,R
1981,The House with a Clock in Its Walls,463821,PG
1982,The Vanished,718400,R
1983,Boogie Nights,4995,R
1984,Ghostland,476299,R
1985,Flash Gordon,3604,PG
1986,Locked In,1064024,R
1987,Takers,22907,PG-13
1988,Oldboy,87516,R
1989,The Green Knight,559907,R
1990,Vamp,34223,R
1991,The Fox and the Hound 2,9948,G
1992,6 Underground,509967,R
1993,The Bad Guys: A Very Bad Holiday,1046032,G
1994,Nanny McPhee and the Big Bang,35019,PG
1995,The Nut Job 2: Nutty by Nature,335777,PG
1996,Barbie and the Diamond Castle,13004,G
1997,Borat Subsequent Moviefilm,740985,R
1998,Pompeii,76649,PG-13
1999,Cobra,9874,R
2000,The King's Speech,45269,R
2001,"Legally Blonde 2: Red, White & Blonde",10327,PG-13
2002,The Firm,37233,R
2003,She's the Man,9655,PG-13
2004,Broken Arrow,9208,R
2005,Hot Girls Wanted,318256,NC-17
2006,The Family Man,5994,PG-13
2007,Friday the 13th,13207,R
2008,Jason and the Argonauts,11533,G
2009,Hang 'em High,4929,PG-13
2010,Everest,253412,PG-13
2011,The Thin Red Line,8741,R
2012,War Room,323272,PG
2013,Papillon,433498,R
2014,The Babadook,242224,R
2015,The Babadook,242224,R
2016,The Descent,9392,R
2017,Fool's Gold,8676,PG-13
2018,The Naked Gun 2½: The Smell of Fear,37137,PG-13
2019,Dog Soldiers,11880,R
2020,Happy Feet Two,65759,PG
2021,Umma,751237,PG-13
2022,Never Back Down 2: The Beatdown,70006,R
2023,Manhattan,696,R
2024,Sleepers,819,R
2025,"Me, Myself & Irene",2123,R
2026,The Count of Monte Cristo,11362,PG-13
2027,Red Sonja,9626,PG-13
2028,Spirited,632856,PG-13
2029,Death Race 2,51620,R
2030,Sanctuary,870518,R
2031,The Untouchables,117,R
2032,The Birds,571,PG-13
2033,Chestnut: Hero of Central Park,34672,G
2034,Friday the 13th Part 2,9725,R
2035,Hop,50359,PG
2036,Sunshine,1272,R
2037,Miss Congeniality,1493,PG-13
2038,Drive Angry,47327,R
2039,Desperado,8068,R
2040,Crank: High Voltage,15092,R
2041,Fractured,568091,R
2042,Stardust,2270,PG-13
2043,The Giver,227156,PG-13
2044,Wild Hogs,11199,PG-13
2045,Child's Play,533642,R
2046,The Three Musketeers,52451,PG-13
2047,National Treasure,2059,PG
2048,He's Just Not That Into You,10184,PG-13
2049,Escape from the Planet of the Apes,1687,G
2050,Hitch,8488,PG-13
2051,Bedazzled,1636,PG-13
2052,Shoot 'Em Up,4141,R
2053,Barbie Fairytopia: Mermaidia,13285,G
2054,Excalibur,11527,R
2055,Excalibur,11527,R
2056,The Butterfly Effect 3: Revelations,16258,R
2057,The Wolfman,7978,R
2058,Déjà Vu,7551,PG-13
2059,Life of Brian,583,R
2060,Lethal Weapon 3,943,R
2061,The Boogeyman,532408,PG-13
2062,Escape Room: Tournament of Champions,585216,PG-13
2063,Under the Skin,97370,R
2064,The Fugitive,5503,PG-13
2065,Star Trek: The Motion Picture,152,PG
2066,The Little Prince,309809,PG
2067,Children of Men,9693,R
2068,The Outfit,799876,R
2069,Silent Hill: Revelation 3D,61012,R
2070,Charlotte's Web,9986,G
2071,A Million Ways to Die in the West,188161,R
2072,Return to the Blue Lagoon,13888,PG-13
2073,Curse of Chucky,167032,R
2074,RoboCop 3,5550,PG-13
2075,The Lego Movie 2: The Second Part,280217,PG
2076,Boy Kills World,882059,R
2077,Lion,334543,PG-13
2078,Justice League: Throne of Atlantis,297556,PG-13
2079,Lone Survivor,193756,R
2080,Superman II,8536,PG
2081,Confidential Informant,1070802,R
2082,Emma.,556678,PG
2083,Teenage Mutant Ninja Turtles,1498,PG
2084,Child's Play 2,11186,R
2085,Ender's Game,80274,PG-13
2086,Hawaiian Vacation,77887,G
2087,The Happening,8645,R
2088,Jarhead,25,R
2089,Something the Lord Made,20544,PG
2090,A Nightmare on Elm Street Part 2: Freddy's Revenge,10014,R
2091,Natural Born Killers,241,R
2092,Descendants: The Rise of Red,974262,G
2093,Legend,276907,R
2094,The Drop,154400,R
2095,¿Quieres ser mi hijo?,1181678,PG-13
2096,Mama,132232,PG-13
2097,The Wild,9904,G
2098,Alive,7305,R
2099,Midnight in Paris,59436,PG-13
2100,Son of the Mask,10214,PG
2101,Diary of a Wimpy Kid: Rodrick Rules,60307,PG
2102,Planes,151960,PG
2103,Horrible Bosses,51540,R
2104,An Officer and a Gentleman,2623,R
2105,Babe,9598,G
2106,Brimstone,324560,R
2107,Scoob!,385103,PG
2108,The Guilty,567748,R
2109,Æon Flux,8202,PG-13
2110,The Spectacular Now,157386,R
2111,TMNT,1273,PG
2112,Blood and Bone,22164,R
2113,Fair Play,910571,R
2114,Paul Blart: Mall Cop 2,256961,PG
2115,Uncle Drew,474335,PG-13
2116,Willow,847,PG
2117,Robin Hood,20662,PG-13
2118,John Q,8470,PG-13
2119,Wedding Crashers,9522,R
2120,The Nutcracker and the Four Realms,426543,PG
2121,Halo: Nightfall,487186,PG-13
2122,Halo: Nightfall,487186,PG-13
2123,Bridesmaids,55721,R
2124,The Taking of Deborah Logan,297608,R
2125,The Unbearable Weight of Massive Talent,648579,R
2126,The Great Mouse Detective,9994,G
2127,Blitz,55846,R
2128,Tom and Jerry: The Fast and the Furry,42246,G
2129,August Rush,5123,PG
2130,Under Siege,8845,R
2131,Sex Drive,13523,R
2132,A Haunted House,139038,R
2133,Escape from New York,1103,R
2134,The Adventures of Tintin,17578,PG
2135,Sweet Girl,619297,R
2136,Barbie in A Mermaid Tale,34134,G
2137,DodgeBall: A True Underdog Story,9472,PG-13
2138,Safe,72387,R
2139,Barbie in the Nutcracker,15167,G
2140,Fracture,6145,R
2141,New Nightmare,11596,R
2142,My Sister's Keeper,10024,PG-13
2143,The 5th Wave,299687,PG-13
2144,Equilibrium,7299,R
2145,Carlito's Way,6075,R
2146,Tom Clancy's Without Remorse,567189,R
2147,Red Heat,9604,R
2148,Death Becomes Her,9374,PG-13
2149,Awakenings,11005,PG-13
2150,The Witches,10166,PG
2151,BlacKkKlansman,487558,R
2152,Scent of a Woman,9475,R
2153,The Time Traveler's Wife,24420,PG-13
2154,Ghost Ship,9645,R
2155,Duel,839,PG
2156,An American Crime,13008,R
2157,S.W.A.T.,9257,PG-13
2158,Woodlawn,333596,PG
2159,Dracula Untold,49017,PG-13
2160,The Lost City of Z,314095,PG-13
2161,Ocean's Thirteen,298,PG-13
2162,The Lost City of Z,314095,PG-13
2163,Ocean's Thirteen,298,PG-13
2164,A Beautiful Day in the Neighborhood,501907,PG
2165,The Scorpion King 2: Rise of a Warrior,13486,PG-13
2166,Dreamcatcher,6171,R
2167,Trouble with the Curve,87825,PG-13
2168,Outbreak,6950,R
2169,The Old Guard,547016,R
2170,Annie Hall,703,PG
2171,A View to a Kill,707,PG
2172,Casper,8839,PG
2173,Breakthrough,514439,PG
2174,Instant Family,491418,PG-13
2175,The Bridges of Madison County,688,PG-13
2176,Stuart Little,10137,PG
2177,3:10 to Yuma,5176,R
2178,Clerks II,2295,R
2179,The Ballad of Buster Scruggs,537996,R
2180,Inside,958196,R
2181,Vice,307663,R
2182,Emily the Criminal,862965,R
2183,Austin Powers in Goldmember,818,PG-13
2184,Wild Child,13971,PG-13
2185,Father Stu,809140,PG-13
2186,Missing,768362,PG-13
2187,The Bourne Legacy,49040,PG-13
2188,Jiu Jitsu,590706,R
2189,The Hitchhiker's Guide to the Galaxy,7453,PG
2190,Jason Goes to Hell: The Final Friday,10285,R
2191,Mary Magdalene,407439,R
2192,Sliver,867,R
2193,Over the Top,1825,PG
2194,Nefarious,913673,R
2195,National Treasure: Book of Secrets,6637,PG
2196,Hostel: Part III,71670,R
2197,Lady and the Tramp II: Scamp's Adventure,18269,G
2198,Kronk's New Groove,13417,G
2199,Ocean's Twelve,163,PG-13
2200,Legend of the Guardians: The Owls of Ga'Hoole,41216,PG
2201,The Deer Hunter,11778,R
2202,Naked Gun 33⅓: The Final Insult,36593,PG-13
2203,Fist Fight,345922,R
2204,Pleasure or Pain,251783,R
2205,Barbarian,913290,R
2206,After Earth,82700,PG-13
2207,Elephant,1807,R
2208,The Scorpion King,9334,PG-13
2209,Into the Blue,11968,PG-13
2210,The War Zone,42739,R
2211,Foe,760245,R
2212,Klaus,508965,PG
2213,The Strangers: Prey at Night,371608,R
2214,The Monkey King,832502,PG
2215,Bedtime Stories,10202,PG
2216,Babel,1164,R
2217,Day Shift,755566,R
2218,Super Mario Bros.,9607,PG
2219,The Phantom of the Opera,9833,PG-13
2220,Rustin,898713,PG-13
2221,The Outlaw Josey Wales,10747,PG
2222,The Avengers,9320,PG-13
2223,Nutty Professor II: The Klumps,12107,PG-13
2224,Blazing Saddles,11072,R
2225,Survivor,334074,PG-13
2226,47 Ronin,64686,PG-13
2227,Marcel the Shell with Shoes On,869626,PG
2228,Dennis the Menace,12139,PG
2229,Minority Report,180,PG-13
2230,Anger Management,9506,PG-13
2231,Z-O-M-B-I-E-S,483980,G
2232,Anger Management,9506,PG-13
2233,Z-O-M-B-I-E-S,483980,G
2234,Zero Dark Thirty,97630,R
2235,Hoodwinked!,10982,PG
2236,Fistful of Vengeance,890656,R
2237,Scooby-Doo on Zombie Island,13151,PG
2238,Shocker,12521,R
2239,Stuart Little 2,10996,G
2240,Captain Phillips,109424,PG-13
2241,The Loud House Movie,410113,G
2242,Apex,763164,PG-13
2243,Trial by Fire,481880,R
2244,Eagle Eye,13027,PG-13
2245,The Desperate Hour,764835,PG-13
2246,Taxi,11045,PG-13
2247,Casino Royale,12208,PG
2248,The Blackening,1008392,R
2249,Fear Street: 1978,591274,R
2250,Revolutionary Road,4148,R
2251,School of Rock,1584,PG-13
2252,Do Revenge,762968,R
2253,30 Days of Night,4513,R
2254,Manchester by the Sea,334541,R
2255,Monster,504,R
2256,Magic Mike's Last Dance,906221,R
2257,Batman: Mask of the Phantasm,14919,PG
